"","site","yr_samp","BD_g_cm3","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","Article_ID","pool","pool_value","Study_ID"
"3247",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3248",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3249",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3250",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3251",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3252",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3253",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3254",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3255",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3256",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3257",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3258",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3259",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3260",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3261",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3262",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3263",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3264",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3265",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3266",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3267",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3268",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3269",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3270",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3271",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3272",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3273",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3274",NA,"1999",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1496
"3275",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3276",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3277",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3278",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3279",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3280",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3281",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3282",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3283",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3284",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3285",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3286",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3287",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3288",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3289",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3290",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3291",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3292",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3293",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3294",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3295",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3296",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3297",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3298",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3299",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3300",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3301",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3302",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3303",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3304",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3305",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3306",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3307",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3308",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3309",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3310",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3311",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3312",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3313",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3314",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3315",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3316",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3317",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3318",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3319",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3320",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3321",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3322",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3323",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3324",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3325",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3326",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3327",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3328",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3329",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3330",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3331",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3332",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3333",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3334",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3335",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3336",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3337",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3338",NA,"2000",1.422,0,10,"yes","sagebrush","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1497
"3339",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3340",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3341",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3342",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3343",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3344",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3345",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3346",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3347",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3348",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3349",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3350",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3351",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3352",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3353",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3354",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3355",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3356",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3357",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3358",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3359",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3360",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3361",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3362",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3363",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3364",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3365",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3366",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3367",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3368",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3369",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3370",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3371",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3372",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3373",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3374",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3375",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3376",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3377",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3378",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3379",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3380",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3381",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3382",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3383",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3384",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3385",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3386",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3387",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3388",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3389",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3390",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3391",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3392",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3393",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3394",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3395",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3396",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3397",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3398",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3399",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3400",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3401",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3402",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3403",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3404",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3405",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3406",NA,"1999",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1482
"3407",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3408",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3409",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3410",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3411",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3412",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3413",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3414",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3415",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3416",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3417",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3418",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3419",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3420",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3421",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3422",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3423",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3424",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3425",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3426",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3427",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
"3428",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","litterC_g_m2",NA,1483
