"","site","yr_samp","BD_g_cm3","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","Article_ID","pool","pool_value","Study_ID"
"1223","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1224","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1225","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1226","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1227","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1228","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1229","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1230","E","2009",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,579
"1231","E","2009",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,579
"1232","E","2009",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,579
"1233","E","2009",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,579
"1234","O","2009",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,614
"1235","O","2009",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,614
"1236","O","2009",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,614
"1237","O","2009",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,614
"1238","E","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,598
"1239","E","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,598
"1240","E","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,598
"1241","E","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,598
"1242","O","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,633
"1243","O","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,633
"1244","O","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,633
"1245","O","2010",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,633
"1246","E","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,599
"1247","E","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,599
"1248","E","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,599
"1249","E","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.229507,-117.4019367,NA,"JONE2015","BGBC_g_m2",NA,599
"1250","O","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,634
"1251","O","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,634
"1252","O","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,634
"1253","O","2011",NA,NA,NA,NA,NA,"Jones et al. 2015",41.536094,-117.7637079,NA,"JONE2015","BGBC_g_m2",NA,634
"1254","E","2012",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,580
"1255","E","2012",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,580
"1256","E","2012",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,580
"1257","E","2012",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,580
"1258","O","2012",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,615
"1259","O","2012",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,615
"1260","O","2012",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,615
"1261","O","2012",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,615
"1262",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1263",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1264",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1265",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1266",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1267",NA,"2011",1.422,0,4,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2109
"1268",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1269",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1270",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1271",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1272",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1273",NA,"2011",1.422,4,8,"yes","cheatgrass","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2116
"1274",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1275",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1276",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1277",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1278",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1279",NA,"2011",1.422,0,4,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2123
"1280",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1281",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1282",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1283",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1284",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1285",NA,"2011",1.422,4,8,"yes","sagebrush","Weber et al. 2015",42.853,-112.402,4,"WEBE2015","BGBC_g_m2",NA,2130
"1286","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1287","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1288","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1289","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1290","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1291","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1292","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1293","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1294","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1295","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1296","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1297","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1298","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1299","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1300","Cindercone Butte","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,184
"1301","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1302","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1303","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1304","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1305","Cindercone Butte","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,191
"1306","Cindercone Butte","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,170
"1307","Cindercone Butte","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,170
"1308","Cindercone Butte","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,170
"1309","Cindercone Butte","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,170
"1310","Cindercone Butte","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,170
"1311","Cindercone Butte","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,177
"1312","Cindercone Butte","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,177
"1313","Cindercone Butte","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,177
"1314","Cindercone Butte","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,177
"1315","Cindercone Butte","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.247,-115.901,10,"BLAN2006","BGBC_g_m2",NA,177
"1316","Canyon Creek","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,212
"1317","Canyon Creek","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,212
"1318","Canyon Creek","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,212
"1319","Canyon Creek","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,212
"1320","Canyon Creek","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,212
"1321","Canyon Creek","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,219
"1322","Canyon Creek","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,219
"1323","Canyon Creek","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,219
"1324","Canyon Creek","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,219
"1325","Canyon Creek","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,219
"1326","Canyon Creek","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,198
"1327","Canyon Creek","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,198
"1328","Canyon Creek","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,198
"1329","Canyon Creek","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,198
"1330","Canyon Creek","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,198
"1331","Canyon Creek","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,205
"1332","Canyon Creek","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,205
"1333","Canyon Creek","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,205
"1334","Canyon Creek","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,205
"1335","Canyon Creek","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",43.292,-115.748,10,"BLAN2006","BGBC_g_m2",NA,205
"1336","Vernon Hills","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,100
"1337","Vernon Hills","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,100
"1338","Vernon Hills","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,100
"1339","Vernon Hills","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,100
"1340","Vernon Hills","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,100
"1341","Vernon Hills","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,107
"1342","Vernon Hills","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,107
"1343","Vernon Hills","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,107
"1344","Vernon Hills","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,107
"1345","Vernon Hills","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,107
"1346","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1347","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1348","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1349","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1350","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1351","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1352","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1353","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1354","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1355","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1356","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1357","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1358","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1359","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1360","Vernon Hills","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,86
"1361","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1362","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1363","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1364","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1365","Vernon Hills","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.111,-112.344,10,"BLAN2006","BGBC_g_m2",NA,93
"1366","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1367","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1368","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1369","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1370","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1371","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1372","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1373","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1374","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1375","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1376","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1377","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1378","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1379","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1380","Simpson Springs","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,72
"1381","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1382","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1383","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1384","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1385","Simpson Springs","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,79
"1386","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,58
"1387","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,58
"1388","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,58
"1389","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,58
"1390","Simpson Springs","2006",1.422,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,58
"1391","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,65
"1392","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,65
"1393","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,65
"1394","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,65
"1395","Simpson Springs","2006",1.35,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"BLAN2006","BGBC_g_m2",NA,65
"1396","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,128
"1397","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,128
"1398","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,128
"1399","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,128
"1400","Izengood","2006",1.422,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,128
"1401","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,135
"1402","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,135
"1403","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,135
"1404","Izengood","2006",1.35,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"BLAN2006","BGBC_g_m2",NA,135
