"site","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","thick","Article_ID","pool","pool_value","Study_ID","yr_samp","X1","MTBS_ID","MTBS_DISCOVERY_YEAR","lat","long","baecv_lyb","maxsat","last_year_burned","masterlyb","timesincefire"
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1105.8894,330,2004,"883","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",730.3392,330,2004,"884","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1580.2686,330,2004,"885","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1004.0742,330,2004,"886","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1215.6678,330,2004,"887","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1727.5878,330,2004,"888","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1826.8434,330,2004,"889","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",936.2448,330,2004,"890","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",2910.123,330,2004,"891","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",929.277,330,2004,"892","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",887.7546,330,2004,"893","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",853.0578,330,2004,"894","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1605.8646,330,2004,"895","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1025.973,330,2004,"896","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1148.265,330,2004,"897","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",6304.1526,330,2004,"898","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1206.1404,330,2004,"899","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",835.2828,330,2004,"900","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",2656.296,330,2004,"901","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",842.1084,330,2004,"902","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1788.4494,330,2004,"903","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",810.6822,330,2004,"904","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",665.2116,330,2004,"905","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1293.309,330,2004,"906","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",1113.426,330,2004,"907","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"Button",0,10,NA,"sagecheat","Bradley et al. 2006",10,"BRAD2006","totsoilC_g_m2",2318.8554,330,2004,"908","NV4097511756119860624",1986,41,-117.58,1986,1986,NA,1986,18
"BR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1998.5794752,650,2017,"909","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1634.11298024,650,2017,"910","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1387.4491316,650,2017,"911","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1415.19894792,650,2017,"912","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1098.11053812,655,2017,"913","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1484.269204,655,2017,"914","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1672.90223244,655,2017,"915","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"BR_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1652.88511872,655,2017,"916","NV4118711774819960826",1996,41.2,-117.8,1996,1996,NA,1996,21
"EMF_1",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1543.287955,635,2017,"917","NV4102211692120160702",2016,41.04656992,-117.0097999,1950,2016,NA,2016,1
"KR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1946.67716,665,2017,"918","NV4158311803020000717",2000,41.58652131,-118.081253,2009,2009,NA,2009,8
"KR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1871.25612324,675,2017,"919","NV4158311803020000717",2000,41.59414331,-118.0758684,2015,2015,NA,2015,2
"KR_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1418.43780516,670,2017,"920","NV4158311803020000717",2000,41.58902398,-118.0764536,2015,2015,NA,2015,2
"KR_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1393.0021535,680,2017,"921",NA,1950,41.67256147,-118.1327585,1950,1950,NA,1950,67
"LH_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1968.97497797,640,2017,"922","NV4108611692019990708",1999,41.17547069,-116.9059484,2008,2008,NA,2008,9
"LH_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1872.53330875,645,2017,"923","NV4108611692019990708",1999,41.17576347,-116.9041072,2010,2010,NA,2010,7
"LH_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",2821.32509675,660,2017,"924","NV4102211692120160702",2016,41.20085394,-116.8558196,1950,2016,NA,2016,1
"SP_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1098.69622875,620,2017,"925","NV4070411789919850818",1985,40.69282033,-117.9217565,1985,1985,NA,1985,32
"SP_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1469.04207396,615,2017,"926","NV4068511789620010812",2001,40.6920357,-117.9144585,2001,2001,NA,2001,16
"SP_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1281.67379652,610,2017,"927","NV4068511789620010812",2001,40.69103667,-117.9243636,2001,2001,NA,2001,16
"SP_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1623.82247165,605,2017,"928",NA,1950,40.64871074,-117.9034863,1950,1950,NA,1950,67
"TF_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1613.593221,625,2017,"929","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",1022.34854142,625,2017,"930","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",3190.12739192,625,2017,"931","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_1",0,10,"no","cheatgrass","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",2572.14552056,625,2017,"932","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",2083.85561241,630,2017,"933","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",2381.9689586,630,2017,"934","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"TF_2",0,10,"no","sagecheat","Mahood et al. unpub1",10,"MAHO2018a","totsoilC_g_m2",3317.88113415,630,2017,"935","NV4102211692120160702",2016,41,-117,2012,2016,NA,2016,1
"S-2",0,16,"other","sagebrush","Van Miegrot et al. 2005",16,"VAN2005","totsoilC_g_m2",3033.6,1595,2002,"936",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",0,16,"other","sagebrush","Van Miegrot et al. 2005",16,"VAN2005","totsoilC_g_m2",3033.6,1595,2002,"936",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",0,16,"other","sagebrush","Van Miegrot et al. 2005",16,"VAN2005","totsoilC_g_m2",3033.6,1595,2002,"936",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",0,16,"other","sagebrush","Van Miegrot et al. 2005",16,"VAN2005","totsoilC_g_m2",3033.6,1595,2002,"936",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",16,31,"other","sagebrush","Van Miegrot et al. 2005",15,"VAN2005","totsoilC_g_m2",2652,1600,2002,"937",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",16,31,"other","sagebrush","Van Miegrot et al. 2005",15,"VAN2005","totsoilC_g_m2",2652,1600,2002,"937",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",16,31,"other","sagebrush","Van Miegrot et al. 2005",15,"VAN2005","totsoilC_g_m2",2652,1600,2002,"937",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",16,31,"other","sagebrush","Van Miegrot et al. 2005",15,"VAN2005","totsoilC_g_m2",2652,1600,2002,"937",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",31,42,"other","sagebrush","Van Miegrot et al. 2005",11,"VAN2005","totsoilC_g_m2",1402.5,1605,2002,"938",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",31,42,"other","sagebrush","Van Miegrot et al. 2005",11,"VAN2005","totsoilC_g_m2",1402.5,1605,2002,"938",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",31,42,"other","sagebrush","Van Miegrot et al. 2005",11,"VAN2005","totsoilC_g_m2",1402.5,1605,2002,"938",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",31,42,"other","sagebrush","Van Miegrot et al. 2005",11,"VAN2005","totsoilC_g_m2",1402.5,1605,2002,"938",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",42,61,"other","sagebrush","Van Miegrot et al. 2005",19,"VAN2005","totsoilC_g_m2",851.2,1610,2002,"939",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",42,61,"other","sagebrush","Van Miegrot et al. 2005",19,"VAN2005","totsoilC_g_m2",851.2,1610,2002,"939",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",42,61,"other","sagebrush","Van Miegrot et al. 2005",19,"VAN2005","totsoilC_g_m2",851.2,1610,2002,"939",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",42,61,"other","sagebrush","Van Miegrot et al. 2005",19,"VAN2005","totsoilC_g_m2",851.2,1610,2002,"939",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",61,82,"other","sagebrush","Van Miegrot et al. 2005",21,"VAN2005","totsoilC_g_m2",535.5,1615,2002,"940",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",61,82,"other","sagebrush","Van Miegrot et al. 2005",21,"VAN2005","totsoilC_g_m2",535.5,1615,2002,"940",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",61,82,"other","sagebrush","Van Miegrot et al. 2005",21,"VAN2005","totsoilC_g_m2",535.5,1615,2002,"940",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",61,82,"other","sagebrush","Van Miegrot et al. 2005",21,"VAN2005","totsoilC_g_m2",535.5,1615,2002,"940",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",82,129,"other","sagebrush","Van Miegrot et al. 2005",47,"VAN2005","totsoilC_g_m2",916.5,1620,2002,"941",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",82,129,"other","sagebrush","Van Miegrot et al. 2005",47,"VAN2005","totsoilC_g_m2",916.5,1620,2002,"941",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",82,129,"other","sagebrush","Van Miegrot et al. 2005",47,"VAN2005","totsoilC_g_m2",916.5,1620,2002,"941",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"S-2",82,129,"other","sagebrush","Van Miegrot et al. 2005",47,"VAN2005","totsoilC_g_m2",916.5,1620,2002,"941",NA,1950,41.897762,-111.5084,1950,1950,1910,1950,52
"Lincoln Bench",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",1314.4,380,2017,"942","OR4388711713820050808",2005,43.8925,-117.1375,2005,2005,NA,2005,12
"Two Forks",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",823.6,375,2017,"943","OR4385911735820050728",2005,43.8088,-117.3042,2002,2005,NA,2005,12
"Shell Rock Butte",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",1151.4,370,2017,"944","OR4378511727119960812",1996,43.7627,-117.2639,1996,1996,NA,1996,21
"Kuna Butte",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",1222.2,365,2017,"945",NA,1950,43.4,-116.4833,1950,1950,NA,1950,67
"Mayfield",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",1144.8,360,2017,"946",NA,1950,43.3666,-115.8333,1950,1950,NA,1950,67
"Bowns Creek",0,10,"other","cheatgrass","DeCrappeo et al. 2017",10,"DECR2017","totsoilC_g_m2",786.6,355,2017,"947",NA,1950,43.3333,-115.9167,1950,1950,NA,1950,67
"Rush Valley",0,10,"yes","cheatgrass","Saetre and Stark 2005",10,"SAET2005","totsoilC_g_m2",3611.88,1425,1999,"948",NA,1950,40.2833333,-112.46667,1950,1950,NA,1950,49
NA,0,5,"no","cheatgrass","Boulton et al. 1993",5,"BOUL1993","totsoilC_g_m2",1129.95,260,1988,"949","WA4642711956919840812",1984,46.455551,-119.61513,1950,1984,NA,1984,4
NA,5,15,"no","cheatgrass","Boulton et al. 1993",10,"BOUL1993","totsoilC_g_m2",910.8,265,1988,"950","WA4642711956919840812",1984,46.455551,-119.61513,1950,1984,NA,1984,4
NA,0,5,"no","sagebrush","Boulton et al. 1993",5,"BOUL1993","totsoilC_g_m2",772.9,270,1988,"951","WA4642711956919840812",1984,46.455551,-119.61513,1950,1984,NA,1984,4
NA,5,15,"no","sagebrush","Boulton et al. 1993",10,"BOUL1993","totsoilC_g_m2",567.6,275,1988,"952","WA4642711956919840812",1984,46.455551,-119.61513,1950,1984,NA,1984,4
"Eden Valley, NV",0,20,"yes","sagebrush","Johnson et al. 2011",20,"JOHN2011","totsoilC_g_m2",1496.88,550,2008,"953",NA,1950,41.3843,-117.3021,1950,1950,1999,1999,9
"Eden Valley, NV",0,20,"yes","cheatgrass","Johnson et al. 2011",20,"JOHN2011","totsoilC_g_m2",5405.4,545,2008,"954",NA,1950,41.3843,-117.3021,1950,1950,1999,1999,9
"ISU Barton",0,5,"yes","sagebrush","Bechtold and Inouye 2007",5,"BECH2007","totsoilC_g_m2",1720.62,105,2003,"955",NA,1950,42.853,-112.402,1950,1950,NA,1950,53
"ISU Barton",5,10,"yes","sagebrush","Bechtold and Inouye 2007",5,"BECH2007","totsoilC_g_m2",1194.48,110,2003,"956",NA,1950,42.853,-112.402,1950,1950,NA,1950,53
"NGBER",0,15,"yes","sagebrush","Davies et al. 2007",15,"DAVI2007","totsoilC_g_m2",1871.1,344,2003,"957",NA,1950,43.786,-119.9,1950,1950,NA,1950,53
"NGBER",0,15,"yes","sagebrush","Davies et al. 2007",15,"DAVI2007","totsoilC_g_m2",1663.2,345,2004,"958",NA,1950,43.786,-119.9,1950,1950,NA,1950,54
"ambient",10,15,"yes","sagebrush","Sorensen et al. 2013",5,"SORE2013","totsoilC_g_m2",1026,1455,2009,"959",NA,1950,43,-112,1950,1950,NA,1950,59
"ambient",95,100,"yes","sagebrush","Sorensen et al. 2013",5,"SORE2013","totsoilC_g_m2",1007.49,1460,2009,"960",NA,1950,43,-112,1950,1950,NA,1950,59
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1410.624,1654,2011,"961",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",745.128,1654,2011,"962",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1205.856,1654,2011,"963",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",830.448,1654,2011,"964",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1120.536,1654,2011,"965",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1313.928,1654,2011,"966",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",602.928,1659,2011,"967",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",557.424,1659,2011,"968",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",568.8,1659,2011,"969",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",466.416,1659,2011,"970",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",546.048,1659,2011,"971",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","cheatgrass","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",546.048,1659,2011,"972",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1137.6,1664,2011,"973",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1456.128,1664,2011,"974",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1723.464,1664,2011,"975",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1848.6,1664,2011,"976",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1973.736,1664,2011,"977",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,0,4,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",2252.448,1664,2011,"978",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",790.632,1669,2011,"979",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",1103.472,1669,2011,"980",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",898.704,1669,2011,"981",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",682.56,1669,2011,"982",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",853.2,1669,2011,"983",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
NA,4,8,"yes","sagebrush","Weber et al. 2015",4,"WEBE2015","orgsoilC_g_m2",847.512,1669,2011,"984",NA,1950,42.853,-112.402,1950,1950,NA,1950,61
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",1106.316,229,2006,"985",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",1062.234,229,2006,"986",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",1521.54,229,2006,"987",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",2602.26,229,2006,"988",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",999.666,229,2006,"989",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",943.65,234,2006,"990",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",680.4,234,2006,"991",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",723.6,234,2006,"992",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",2011.5,234,2006,"993",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",774.9,234,2006,"994",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",648.432,229,2006,"995",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",533.25,229,2006,"996",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",1635.3,229,2006,"997",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",743.706,229,2006,"998",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",793.476,229,2006,"999",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",526.5,234,2006,"1000",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",422.55,234,2006,"1001",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",691.2,234,2006,"1002",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",529.2,234,2006,"1003",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",10,20,"yes","sagecheat","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",491.4,234,2006,"1004",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
"Cindercone Butte",0,10,"yes","sagebrush","Blank and Norton 2006",10,"BLAN2006","orgsoilC_g_m2",779.256,219,2006,"1005",NA,1950,43.247,-115.901,1950,1950,NA,1950,56
